,word1,word2,relation,label,text
219,storage device,Hard Disk Drive,rhyper,-1,The storage unit 304 is a storage device such as a Hard Disk Drive (HDD) or a Solid State Drive (SSD). The storage unit 304 stores a control wireless tag reading method 314. The control wireless tag reading method 314 is a wireless tag reading method for fulfilling the functions of the operating system and the POS terminal 30. The control wireless tag reading method 314 includes a wireless tag reading method for fulfilling the characteristic functions according to an exemplary embodiment.
220,storage medium,magnetic material,rhyper,-1,"The printing unit 310 is a printer that prints receipts or the like showing transaction details, point status, or the like on paper. The card reader and writer 311 is an apparatus that performs writing and read information stored in a storage medium such as a magnetic material attached to a card. The contactless card reader and writer 312 performs writing and reading of information to or from the IC tag of the contactless IC card by near field communication (NFC) or the like."
221,light sensor,Complementary Metal Oxide Semiconductor,rhyper,-1,"The sensor component 414 includes one or more sensors arranged to provide status assessment in various aspects for the device 400. For instance, the sensor component 414 may detect an on/off status of the device 400 and relative positioning of components, such as a display and small keyboard of the device 400, and the sensor component 414 may further detect a change in a position of the device 400 or a component of the device 400, presence or absence of contact between the user and the device 400, orientation or acceleration/deceleration of the device 400 and a change in temperature of the device 400. The sensor component 414 may include a proximity sensor arranged to detect presence of an object nearby without any physical contact. The sensor component 414 may also include a light sensor, such as a Complementary Metal Oxide Semiconductor (CMOS) or Charge Coupled Device (CCD) image sensor, configured for use in an imaging application. In the embodiment of the present disclosure, the sensor component 414 at least includes san accelerometer, a gyroscope and a magnetometer."
222,wireless network,Wireless Fidelity,rhyper,-1,"The communication component 416 is arranged to facilitate wired or wireless communication between the device 400 and other equipment. The device 400 may access a communication-standard-based wireless network, such as a Wireless Fidelity (WiFi) network, a 2nd-Generation (2G) or 4th-Generation (4G) network or a combination thereof. In an exemplary embodiment, the communication component 416 receives a broadcast signal or broadcast associated information from an external broadcast management system through a broadcast channel. In an exemplary embodiment, the communication component 416 further includes a Near Field Communication (NFC) module to facilitate short-range communication. For example, the NFC module may be implemented on the basis of a Radio Frequency Identification (RFID) technology, an Infrared Data Association (IrDA) technology, an Ultra-WideBand (UWB) technology, a Bluetooth (BT) technology and another technology."
223,machine learning,neural networks,rhyper,-1,"In a preferred embodiment, image sensor 704 acquires the image of the user's ear and processor 706 is configured to extract the pertinent properties for the user and sends them to remote server 710. For example, in one embodiment, an Active Shape Model can be used to identify landmarks in the ear pinnae image and to use those landmarks and their geometric relationships and linear distances to identify properties about the user that are relevant to selecting an HRTF from a collection of HRTF datasets, that is, from a candidate pool of HRTF datasets. In other embodiments an RGT model (Regression Tree Model) is used to extract properties. In still other embodiments, machine learning such as neural networks are used to extract properties. One example of a neural network is the Convolutional neural network. A full discussion of several methods for identifying unique physical properties of the new listener is described in Application PCT/SG2016/050621, filed on Dec. 28, 2016 and titled ""A Method for Generating a customized Personalized Head Related Transfer Function"", which disclosure is incorporated fully by reference herein."
224,neural network,Convolutional neural network,hyper,1,"In a preferred embodiment, image sensor 704 acquires the image of the user's ear and processor 706 is configured to extract the pertinent properties for the user and sends them to remote server 710. For example, in one embodiment, an Active Shape Model can be used to identify landmarks in the ear pinnae image and to use those landmarks and their geometric relationships and linear distances to identify properties about the user that are relevant to selecting an HRTF from a collection of HRTF datasets, that is, from a candidate pool of HRTF datasets. In other embodiments an RGT model (Regression Tree Model) is used to extract properties. In still other embodiments, machine learning such as neural networks are used to extract properties. One example of a neural network is the Convolutional neural network. A full discussion of several methods for identifying unique physical properties of the new listener is described in Application PCT/SG2016/050621, filed on Dec. 28, 2016 and titled ""A Method for Generating a customized Personalized Head Related Transfer Function"", which disclosure is incorporated fully by reference herein."
225,load sensor,load sensor,rhyper,-1,"The PHD 122 may determine the level of occupancy of each container 104a-c by comparing the determined weight to a weight stored in the database 132. For example, each container 104a-c may be listed in the database 132 and have a corresponding tare weight (e.g., empty container weight). The PHD 122 may compare the determined weight of the respective container(s) 104a-c measured via a load sensor, such as load sensor 120, to the tare weight of the respective container(s) 104a-c. Based on the comparison, the PHD 122 may determine the level of occupancy of the respective container(s) 104a-c. For example, if the determined weight of the respective container(s) 104a-c is greater than the respective tare weight, the PHD 122 may determine that the respective container(s) 104a-c is occupied. If the determined weight of the respective container(s) 104a-c container is similar to and/or equal to the tare weight, the PHD 122 may determine that the respective container(s) 104a-c is less than full, such as vacant. Accordingly, the database 132 may facilitate determining the level of occupancy of within the container(s) 104a-c."
226,storage media,flash memory,rhyper,-1,"The memory may include at least one type of storage media, such as a flash memory type, a hard disk type, a solid state disk (SDD) type, a silicon disk drive (SDD) type, a multimedia card micro type, a card type memory (for example, an SD, a XD memory, or the like), a random access memory (RAM), a static random access memory (SRAM), a read-only memory (ROM), an electrically erasable programmable read-only memory (EEPROM), a programmable read-only memory (PROM), a magnetic memory, a magnetic disk, and an optical disk. The input/output device 800 may operate in association with a web storage performing a storage function of the memory over the Internet."
227,active identifier,radio frequency identification,rhyper,-1,"FIG. 2a depicts a schematic front view of a marker in the form of a label comprising indicia 18 configured to be applied to an object in accordance with an example. As such, the marker can comprise a physical medium or carrier operable to support or carry thereon the marking indicia. For sake of clarity, the label or indicia 18 is shown as being visible, although such indicia is configured to be invisible to the unaided human eye (human-imperceptible) and is substantially transparent to visible light. FIG. 2b depicts a schematic front view of the label and indicia 18 supported thereon, but illustrated in such a way to indicate invisibility to the unaided human eye, and substantial transparency to visible light. The indicia 18 is machine-readable. Thus, the indicia 18 can include symbols or patterns 38 or both that can be perceived by the camera 26 or image sensor (or other sensor or detector) thereof, and recognized by the robot 22. In one aspect, the indicia 18 can be or can comprise a bar code that is linear or one-dimensional with a series of parallel lines with a variable thickness or spacing to provide a unique code, or a two-dimensional MaxiCode or QR code with a pattern of rectangular or square dots to provide a unique code, etc. In another aspect, the indicia can include symbols, letters, and even arrows 42 or the like. In another aspect, the indicia 18 can be passive, as opposed to an active identifier, such as a radio frequency identification (RFID) device or tag."
228,remote system,the service,rhyper,-1,"In some embodiments, the computer model may be accessed via an object detection module 115. The object detection module 115 may be a mobile application or other form of application running on the client device. In some embodiments, the object detection module 115 may include a trained computer model that can be used for image analysis on the client device 110. In another embodiment, the object detection module 115 may access a computer model or other functionality at a remote system, such as the service provider 140. The object detection module 115 is described in more detail in the description of FIG. 3."
229,Computer components,web services,rhyper,-1,"FIG. 2 is a high-level block diagram illustrating an architecture of a training server, in accordance with an embodiment. The training server 130 includes various modules and data stores for training computer models to detect objects within images. In one embodiment, the training server 130 comprises a training corpus 210, a neural network model 220, a training module 230, and a model distribution module 240. Computer components such as web services, network interfaces, security functions, load balancers, failover services, and management and network operations consoles are not shown so as to not obscure the details of the system architecture. Additionally, the training server 130 may contain more, fewer, or different components than those shown in FIG. 2 and the functionality of the components as described herein may be distributed differently from the description herein."
230,optical sensor,contact image sensor,hyper,1,"In an aspect, in accordance with said example embodiments, the optical system is a barcode verifier and the optical system comprises at least one optical sensor and the at least one optical sensor is a contact image sensor or a linear scan head incorporated in the barcode verifier."
231,label printer,optical system,rhyper,-1,"FIG. 1 illustrates a perspective view representing a label printer including an optical system and another perspective view representing various components of the label printer, in accordance with some example embodiments described herein;FIGS. 2A-2D illustrate a cutaway inside view of an optical system, in accordance with some example embodiments described herein;FIG. 3 illustrates various components of an optical system, in accordance with various example embodiments described herein;FIG. 4 illustrates various components of an optical system communicatively coupled to a printing subsystem, in accordance with another example embodiment described herein;FIG. 5 depicts a plurality of exemplary printed indicia, for example, barcodes, on individual labels of a print media, in accordance with some example embodiments described herein;FIG. 6 depicts an exemplary printed barcode (a portion of a QR Code) comprising a two-dimensional barcode, in accordance with some example embodiments described herein;FIG. 7 schematically depicts an exemplary printer comprising the optical system and operations of the printer, in accordance with some example embodiments described herein;FIG. 8 schematically illustrates a block diagram of a printing and verifying device including the optical system for verifying a printed media, in accordance with some example embodiments described herein;FIG. 9 illustrates examples of labels having properly and improperly printed barcodes that are verified by the optical system, in accordance with some example embodiments described herein;FIG. 10 is a block diagram showing another example embodiment of a printing and verifying device comprising a contact image sensing device, in accordance with some example embodiments;FIG. 11 illustrates a test label that may be used for self-calibration ofthe optical system, in accordance with some example embodiments described herein;FIG. 12 is a flow diagram illustrating a method for printing and verifying labels by the optical system, in accordance with various example embodiments described herein;FIG. 13 schematically depicts a diagram of a lens array of the optical system, in accordance with some example embodiments described herein;FIG. 14 schematically depicts a test pattern, in accordance with some example embodiments described herein;FIG. 15 schematically depicts an aperture size with respect to the test pattern of FIG. 14, in accordance with some example embodiments described herein;FIG. 16 schematically depicts a block diagram of a barcode verifier, in accordance with some example embodiments described herein;FIG. 17 schematically depicts a graph including a scan reflectance profile (SRP) of the test pattern of FIG. 14, in accordance with some example embodiments described herein;FIG. 18 schematically depicts a reference graph correlating element-reflectance values with aperture sizes, in accordance with some example embodiments described herein;FIG. 19 schematically depicts a flow diagram of a method for creating a reference graph, in accordance with some example embodiments described herein;FIG. 20 schematically depicts a flow diagram of a method for characterizing an optical system, in accordance with some example embodiments described herein;FIG. 21 schematically depicts a flow diagram of another method for characterizing an optical system, in accordance with some example embodiments described herein;FIG. 22 schematically depicts a flow diagram of a method for determining an effective aperture size of an optical system using pre-printed calibration card, in accordance with some example embodiments described herein;FIG. 23 schematically depicts a flow diagram of a method for determining an effective aperture size of an optical system using self-printed calibration card, in accordance with some example embodiments described herein;FIGS. 24A, 24B, and 24C illustrate examples of a test pattern that may be printed by a printing subsystem, in accordance with some example embodiments described herein;FIGS. 25A and 25B illustrate example scenarios representing an over-burn, an under-burn, and an optimal printing by a printing subsystem of a printer, in accordance with some example embodiments described herein;FIG. 26 schematically depicts a flow diagram of a method for characterizing an optical system using self-printed calibration card, in accordance with some example embodiments described herein;FIG. 27 schematically depicts a flow diagram of a method for characterizing an optical system using self-printed calibration card, in accordance with some example embodiments described herein;FIGS. 28A, 28B, and28C illustrate example scan reflectance profile (SRPs) generated upon scanning different test patterns by an optical system, in accordance with some example embodiments described herein;FIG 29 schematically depicts a flow diagram of a method for characterizing an optical system using self-printed calibration card, in accordance with another example embodiment described herein;FIG. 30 schematically depicts a flow diagram of a method for determining respective widths of at least one space and at least one bar in a test pattern of a self-printed calibration card used for characterizing an optical system, in accordance with another example embodiment described herein;FIG. 31 illustrates another example scan reflectance profile (SRP) generated upon scanning a test pattern by an optical system, in accordance with some example embodiments described herein;FIG. 32 illustrates an example table accessed by a printing and verifying system for determining count of pixels corresponding to white elements and count of pixels corresponding to black elements upon scanning a test pattern, in accordance with some example embodiments described herein;FIG. 33 schematically depicts a flow diagram of a method for characterizing an optical system based on characteristics of an image to be printed, in accordance with some example embodiments described herein;FIG. 34 illustrates an example reference table used by a printing and verifying system for determining an effective aperture size and correspondingly an effective resolution for calibrating an optical system, in accordance with some example embodiments described herein;FIG. 35 schematically depicts a flow diagram of a method for characterizing an optical system based on characteristics of an image to be printed, in accordance with some example embodiments described herein;FIG. 36A illustrates an example image to be printed by a printer and scanned by a verifier in a printing and verifying system, in accordance with some example embodiments described herein;FIG. 36B illustrates identification of one or more regions in the image based on characteristic data associated with respective regions, in accordance with some example embodiments described herein; andFIG. 37 schematically depicts a flow diagram of a method for characterizing an optical system based on resolution requirements of different regions in a printed image, in accordance with some example embodiments described herein."
232,computing device,smart phone,rhyper,-1,"The term ""server"" is used to refer to any computing device capable of functioning as a server, such as a master exchange server, web server, mail server, document server, or any other type of server. A server may be a dedicated computing device or a computing device including a server module (e.g., running an application which may cause the computing device to operate as a server). A server module (e.g., server application) may be a full function server module, or a light or secondary server module (e.g., light or secondary server application) that is configured to provide synchronization services among the dynamic databases on computing devices. A light server or secondary server may be a slimmed-down version of server type functionality that can be implemented on a computing device, such as a smart phone, thereby enabling it to function as an Internet server (e.g., an enterprise e-mail server) only to the extent necessary to provide the functionality described herein."
233,reference table,effective aperture,rhyper,-1,"In this regard, some example embodiments described herein relate to automatically selecting, in run time, (i.e. while a printer is printing a barcode), an effective aperture size applicable for a printer's verifier from a set of different aperture sizes determined using a software. In this aspect, information of a current image to be printed in the printer's image buffer, (i.e. an image to be currently printed) is used to configure the verifier to select a resolution and the aperture size before scanning the barcode. Selection of an aperture size of the verifier is based on various characteristics of the image (for example, a size of a barcode in a current reference image to be printed). Selection of resolution is performed based on utilizing a reference table including effective aperture sizes of the verifier for different resolutions of linear sensor of the verifier. Accordingly, at the run-time (i.e. while printing a barcode on each label of print media), characteristics including a size of the barcode is accessed from reference image in printer's image buffer and correspondingly an effective aperture size of the verifier applicable for the barcode size is identified. Further, a resolution applicable for the identified aperture size is identified from the reference table. Additionally, post identification of the aperture size based on the barcode size, some level of software blurring and binning of pixels could be performed using conventional approaches to blur the image for better approximating the aperture size to be used for scanning the barcode. Finally, the identified aperture size and the identified resolution are used for scanning the printed barcode for verification."
234,print media,print media,rhyper,-1,"The sensor housing 202, together with the window 204 (on bottom surface), forms an enclosure for protecting the internal components, such as the circuit board 206, the CIS 208, the lens array 210, the light board 212, the plurality of light sources 214 (e.g., light emitting diodes (LEDs)), and the ultrasonic vibrator 216 of the in-line indicia verifier 126. The sensor housing 202 of the printing and verifying system 124 is positioned near the printhead 110 to allow monitoring of the print quality with minimal delay after the print image is imprinted on print media, such as the print media 114. In an embodiment, the in-line indicia verifier 126 includes the sensor housing 202 disposed in the interior of the housing of the in-line indicia verifier 126."
235,test pattern,test pattern,rhyper,-1,"In operation, the optical sensor 1604 optically senses a test pattern, such as the test pattern 1402 of FIG. 14 or other suitable patterns having distinguishable test elements, such as test element 1404. The processing device 1602 utilizes the SRP processing unit 1610 to create an SRP from data obtained from the scanned test pattern. The processing device 1602 may also utilize the SRP processing unit 1610 to determine information from the SRP. For example, according some example embodiments described herein, the processing device 1602 may determine a parameter related to the reflectance characteristics of the elements of the test pattern. One reflectance parameter of interest may be a parameter referred to as Element Reflectance Non-uniformity (ERN)."
236,test pattern,test pattern,rhyper,-1,"In accordance with some example embodiments described herein, the barcode verifier 1600 can be used for characterizing an optical system (i.e., the barcode verifier 1600 can be used as a testing system). The testing system may use a scannable test pattern, such as the test pattern 1402 shown in FIG. 14. The test pattern is configured with a plurality of linear bars and a test element having a width that is narrower than each of the plurality of linear bars or spaces. The optical sensor 1604 is configured to scan the scannable test pattern to obtain a scan reflectance profile (SRP). The processing device 1602 is configured to calculate an element-reflectance value from information in the SRP related to the scanned test element. The barcode verifier 1600 further utilizes a reference graph having a curve that correlates aperture dimensions to element-reflectance values. An example of a reference curve is shown in FIG. 18 and is described below. The processing device 1602 is further configured to interpolate an effective aperture dimension of the optical sensor 1604 from the reference graph based on the calculated element-reflectance value."
237,optical system,optical system,rhyper,-1,"FIG. 27 schematically depicts a flow diagram 2700 of a method for characterizing an optical system, such as the optical system 300, using self-printed calibration card in accordance with some example embodiments described herein."
238,optical system,optical system,rhyper,-1,"FIG 29 schematically depicts a flow diagram 2900 of a method for characterizing an optical system, such as the optical system 300, using self-printed calibration card in accordance with another example embodiment described herein."
239,test pattern,test pattern,rhyper,-1,"In another example embodiment, to calculate a count of pixels representing the white elements (such as the wide white elements 2407 and narrow white elements 2408 of the test pattern 2404) and a count of pixels representing the black elements (such as the wide black elements 2405 and/or the narrow black elements 2406 in the test pattern 2404) in the test pattern, the processing circuitry 304 and/or the processing circuitry 402 may utilize a table. In this regard, upon scanning the test pattern by the optical system 300, the processing circuitry 304 and/or the processing circuitry 402 may determine a pixel value difference from one pixel and a neighboring pixel in a scan profile from the table. In this regard, the table may store values of pixel 3206 representing reflectance values sensed by each of the one or more optical sensors 302 of the optical system 300 upon scanning a printed image including the test pattern, such as the test pattern 2404."
240,optical system,optical system,rhyper,-1,"FIG. 33 schematically depicts a flow diagram of a method 3300 for characterizing an optical system such as the optical system 300 based on characteristics of an image to be printed, in accordance with some example embodiments. In one example embodiment, the method 3300 may start from pointer C that in connection with step 2110 after the step 2108 described in FIG. 21. Referring to the step 2110 of FIG. 21, the processing circuitry 304 and/or the processing circuitry 402 analyzes a printed image or an image to be printed to determine different verification requirements for scanning the printed image by the optical system 300. In this regard, to determine verification requirements with respect to characteristics of at least one indicia to be printed on the image, steps 3302-3306 of the method 3300 may be performed."
241,color schemes,color scheme,rhyper,-1,"A ""perfectly"" printed label has had its size and luminance adjusted according to the present invention, and processed with the difference algorithm. A perfectly printed label will result in a perfectly black image. Any imperfections will be rendered in a grayscale range, where pure white will be a full mismatch in pixel comparison. This approach can be used to quantify printing errors beyond those simply evaluated according to a print quality standard (e.g., ISO/IEC 15415). It may be noted that the above color scheme is merely for exemplary purposes and should not be construed to limit the scope of the disclosure. Other color schemes, such as a color scheme inverse of the exemplary color scheme described above, or an entirely different color scheme may be implemented, without deviation from the scope of the disclosure."
242,digital image,the computer,rhyper,-1,"Some example implementations provide a computer-readable storage medium for use in testing a battery, the computer-readable storage medium being non-transitory and having computer-readable program code stored therein that in response to execution by a processor, causes a computer to at least access a digital image captured during a test of a battery in which the battery is punctured or heated in a test environment to cause the battery to produce a fire having a flame that extends out from the battery, the digital image being of a scene that includes at least a portion of the test environment and the flame that extends out from the battery, the digital image being captured using a digital camera that forms the digital image using visible light where the digital camera is positioned external to the test environment; and determine dimensions of the flame in the scene based on the digital image, including the computer being caused to at least: produce a quiver plot of the scene from the digital image, the quiver plot including a plurality of velocity vectors that represent motion of gases in the scene, the motion of gases including motion of gases in and around the flame, the plurality of velocity vectors originating at a respective plurality of points in the quiver plot and having respective magnitudes and directions; identify a point of the respective plurality of points as an origin point to represent an origin of the flame in the scene; select or receive selection of other points of the respective plurality of points based on similarity of at least the directions of the velocity vectors originating at the origin point and the other points, the origin point and the other points defining a polygon in the quiver plot that is an approximate outline of the flame; determine dimensions of the polygon in the quiver plot; translate the dimensions of the polygon in the quiver plot to corresponding dimensions of a polygon in the digital image; translate the corresponding dimensions of the polygon in the digital image to dimensions of the flame in the scene; and generate a displayable report that includes at least the dimensions of the flame."
